### Footprint positions - created on 2026-01-22T12:56:30-0500 ###
### Printed by KiCad version 9.0.3
## Unit = mm, Angle = deg.
## Side : All
# Ref       Val                       Package                                          PosX       PosY       Rot  Side
U2          MCP4452-104E              MC_TSSOP14                                    65.8450    92.0500  -90.0000  top
U3          MCP4728                   MC_MSOP10_UN                                  70.6200    91.3000   90.0000  top
U4          REF2025                   GEN_SOT23_5_950_2900X1600X1450                76.4000    91.9850  180.0000  top
U5          OPA140AIDBVR              GEN_SOT23_5_950_2900X1600X1450                80.8825    91.6900  -90.0000  top
U6          HMCAD1520                 AD_QFN48_LP7                                  76.1680    61.5750    0.0000  top
U7          ZL30260LDG1               MC_QFN56_ZL30260                              89.1000    62.6000   90.0000  top
U8          TPS62A02                  TI_SOT563_DRL0006A                            97.9000    41.7112    0.0000  top
U9          TPS7A2033                 GEN_SOT23_5_950_2900X1600X1450                67.4500    63.3750    0.0000  top
U12_1       ADA4930-1YCPZ             AD_QFN16_CP-16-21                             84.7468    73.5250  -90.0000  top
U12_2       ADA4930-1YCPZ             AD_QFN16_CP-16-21                             79.1967    73.5250  -90.0000  top
U12_3       ADA4930-1YCPZ             AD_QFN16_CP-16-21                             73.6467    73.5250  -90.0000  top
U12_4       ADA4930-1YCPZ             AD_QFN16_CP-16-21                             68.0966    73.5250  -90.0000  top
U13         LM27761                   TI_WSON8_DSG0008A                             88.2300    92.3850    0.0000  top
U14         TPS7A9101                 TI_WSON10_DSK0010A                            64.4500    57.8000  -90.0000  top
U15         TPS7A9101                 TI_WSON10_DSK0010A                            97.2050    88.7750   90.0000  top
U16         TPS7A2033                 GEN_SOT23_5_950_2900X1600X1450                48.5500    80.1250    0.0000  top
U18         IC_FPGA_XC7A50T-2CSG325C  XILINX_XC7A50T-2CSG325C                       83.9500    39.8375   90.0000  top
U20         TPS62A02                  TI_SOT563_DRL0006A                            95.0000    36.6250  180.0000  top
U21         TPS62A02                  TI_SOT563_DRL0006A                            65.0750    43.4000  180.0000  top
U22         TPS7A9101                 TI_WSON10_DSK0010A                            67.1000    35.8500  -90.0000  top
U23         TPS62A02                  TI_SOT563_DRL0006A                            67.9500    48.4000    0.0000  top
U1001_1     TMUX4053                  TI_TSOT-23-16_DYY0016A                        39.3250    85.9500  -90.0000  top
U1001_2     TMUX4053                  TI_TSOT-23-16_DYY0016A                        39.3250    65.4500  -90.0000  top
U1001_3     TMUX4053                  TI_TSOT-23-16_DYY0016A                        39.3250    44.9500  -90.0000  top
U1001_4     TMUX4053                  TI_TSOT-23-16_DYY0016A                        39.3250    24.4500  -90.0000  top
U1008_1     LMH6518                   TI_WQFN_RGH0016A                              47.3750    90.4750  -90.0000  top
U1008_2     LMH6518                   TI_WQFN_RGH0016A                              47.3750    69.9750  -90.0000  top
U1008_3     LMH6518                   TI_WQFN_RGH0016A                              47.3750    49.4750  -90.0000  top
U1008_4     LMH6518                   TI_WQFN_RGH0016A                              47.3750    28.9750  -90.0000  top
U1009_1     BUF802                    TI_VQFN_RGT0016C                              38.6000    92.3750    0.0000  top
U1009_2     BUF802                    TI_VQFN_RGT0016C                              38.6000    71.8750    0.0000  top
U1009_3     BUF802                    TI_VQFN_RGT0016C                              38.6000    51.3750    0.0000  top
U1009_4     BUF802                    TI_VQFN_RGT0016C                              38.6000    30.8750    0.0000  top
U1011_1     OPA140AIDBVR              GEN_SOT23_5_950_2900X1600X1450                39.7500    80.3875    0.0000  top
U1011_2     OPA140AIDBVR              GEN_SOT23_5_950_2900X1600X1450                39.7500    59.8875    0.0000  top
U1011_3     OPA140AIDBVR              GEN_SOT23_5_950_2900X1600X1450                39.7500    39.3875    0.0000  top
U1011_4     OPA140AIDBVR              GEN_SOT23_5_950_2900X1600X1450                39.7500    18.8875    0.0000  top
Y1          10MHz                     ECS_TXO-3225                                  98.0000    62.5500  180.0000  top
Y2          25MHz                     ECS_TXO-2016                                  93.7692    48.8000  180.0000  top
## End
